Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total subvención (€),Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FUNDACIO PRIVADA MON-3,MON-3,DESARROLLO INTEGRAL DE NAIM-COMUNA DE TENGHADEJ,,"47,780.46",No,1,1992,"47,780.46",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Argelia,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,EQUIPAMIENTO DE LA ESCUELA DE AZAZGA,,"96,161.94",No,1,1992,"96,161.94",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,ATENCIÓN COMPLEMENTARIA DE NIÑOS Y JÓVENES AMPUTADOS,,"40,436.09",No,1,1992,"40,436.09",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,CONSTRUCCIÓN DE VIVIENDAS EN GUARAJILLA,,"359,735.80",No,1,1992,"359,735.80",,,,,,
1992,PROYECTO,ESPAÑA,España,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,ENCUENTRO DE ONGD IBEROMARICANAS,,"24,040.48",No,1,1992,"24,040.48",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Jordania,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,RECOLECCIÓN DE AGUA DE LLUVIA MEDIANTE CONSTRUCCIÓN DE QUINCE CISTERNAS,,"29,750.10",No,1,1992,"29,750.10",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Bolivia,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE APOYO SANITARIO A LA POBLACIÓN CAMPESINA Y DESPLAZADA EN EL DISTRITO DE CARAVANI,,"49,162.79",No,1,1992,"49,162.79",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Guatemala,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE SALUD INTEGRADO AL PROGRAMA DE DESARROLLO RURAL INTEGRAL DEL MUNICIPIO DE LIVINGSTON,,"79,574.00",No,1,1992,"79,574.00",,,,,,
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE APOYO SANITAIO AL DISTRITO DE NSOK.NSOMO. 2ª FASE,,"64,368.40",No,1,1992,"64,368.40",,,,,,
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,MEDICOS SIN FRONTERAS,MSF,"ASISTENCIA SANITARIA A LAS POBLACIONES DE RESSARIO GACÍA Y SABIE, DISITO DE MOAMBA, PROVINCIA DE MAPUTO",,"150,253.03",No,1,1992,"150,253.03",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE CAPACITACIÓN Y APOYO SANITARIO EN LA PROVINCIA DE REQUENA,,"226,100.75",No,1,1992,"226,100.75",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,PROYECTO DE DESARROLLO COOPERATIVO E,,"28,908.68",No,1,1992,"28,908.68",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,DESARROLLLO COMUNITARIO DE ALTOS DE SAN ROQUE. 2ª FASE,,"28,518.02",No,1,1992,"28,518.02",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,OBRA CATOLICA SEGLAR HISPANOAMERICANA,OCASHA,EQUIPAMIENTO EMISORA DE RADIO ORIENTE YURIMANGUAS,,"75,811.67",No,1,1992,"75,811.67",,,,,,
1992,PROYECTO,AMÉRICA LATINA,República Dominicana,OBRA CATOLICA SEGLAR HISPANOAMERICANA,OCASHA,DESARROLLO INTEGRAL DE LAS BARRIADAS POPULARES ANTONIO GUZMÁN. LOS PLATANITOS Y NAZARET DE HIGÜEY,,"20,073.80",No,1,1992,"20,073.80",,,,,,
1992,PROYECTO,AMÉRICA LATINA,México,ORGANIZACION DE COOPERACION Y SOLIDARIDAD INTERNACIONAL,OCSI,EQUIPAMIENTO Y DESARROLLO DEL CEPAFON (CENTRO POPULAR DE APOYO Y FORMACIÓN PARA LA SALUD),,"55,413.32",No,1,1992,"55,413.32",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,EQUIPAMIENTO DE UNA ESCUELA REGIONAL,,"96,642.75",No,1,1992,"96,642.75",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,CENTRO PARA NIÑOS MINUSVÁLIDOS EN NAHALIN,,"16,978.59",No,1,1992,"16,978.59",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,APOYO A UNA GRANJA AVÍCOLA EN NAHALIN,,"21,353.96",No,1,1992,"21,353.96",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION PAZ Y SOLIDARIDAD SERAFIN ALIAGA,PAZ Y SOLIDARIDAD,ESCUELA DE CPACITACIÓN SINDICAL Y POPULAR,,"150,463.38",No,1,1992,"150,463.38",,,,,,
1992,PROYECTO,ESPAÑA,España,FUNDACION PAZ Y SOLIDARIDAD SERAFIN ALIAGA,PAZ Y SOLIDARIDAD,"CAMPAÑA DE SENSIBILIZACIÓN ""NUESTRO MUNDO ES UN PROYECTO SOLIDARIO""",,"122,005.46",No,1,1992,"122,005.46",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,CREACIÓN DE LAS INFRAESTRCTURAS DE ABASTECIMIENTO DE AGUA POTABLE EN TRES COMUNIDADES DEL DEPARTAMENTO DE CAJAMARCA,,"132,102.46",No,1,1992,"132,102.46",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,PROYECTO PARA LA PREVENCIÓN DEL CÓLERA EN ASENAMIENTOS HYMANOS DEL DISTRINO DE SARRE,,"9,435.89",No,1,1992,"9,435.89",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,PROYECTO DE SALUD ESCOLAR EN 18 CENTROS DE EDUCACIÓN INTEGRAL DE SAN JUAN DE MIRAFLORES,,"61,603.74",No,1,1992,"61,603.74",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Venezuela,PUEBLOS HERMANOS,PUEBLOS HERMANOS,FORMACIÓN DE LA MUJER EN EL SECTOR POPULAR,,"50,905.73",No,1,1992,"50,905.73",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION RUBEN DARIO DE AMISTAD HISPANO.NICARAGÜENSE,RUBEN DARIO,"APOYO AL DESARROLLO PECUARIO, FORESTAL Y SOCIAL EN LA COOPERATIVA JUAN FRANCISCO GUILLÉN",,"62,385.06",No,1,1992,"62,385.06",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION RUBEN DARIO DE AMISTAD HISPANO.NICARAGÜENSE,RUBEN DARIO,REACTIVACION AGROPECUARIA EN LA COMARCA DE LA UNIÓN,,"75,727.53",No,1,1992,"75,727.53",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Chile,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PARTICIPACIÓN CIUDADANA Y DEMOCRATIZACIÓN MUNICIPAL. SEGUNDA ETAPA,,"67,482.35",No,1,1992,"67,482.35",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PROYECTO DE AGUA POTABLE Y ADOQUINADO,,"39,426.39",No,1,1992,"39,426.39",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,ESCUELA DE FORMACIÓN PROFESIONAL EN CHALATENANGO. EN CONSORCIO CON MPDL,,"229,195.97",No,1,1992,"229,195.97",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,"PROGRAMA DE APOYO A LA ADMNINISTRACIÓN MUNICIPAL, II FASE",,"131,080.74",No,1,1992,"131,080.74",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PROGRAMA DE PROMOCIÓN Y REHABILITACIÓN ECONÓMICA Y SOCIAL DE EL PETÉN (PRESPETEN),,"204,103.71",No,1,1992,"204,103.71",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PUESTA EN PLENO RENDIMIENTO DEL CENTRO DE CPACITACIÓN Y APOYO A CARPINTEROS,,"34,077.39",No,1,1992,"34,077.39",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,UNIDAD QUIRÚRGICA PARA LOS CAMPAMENOS DE REFUGIADOS SAHARUIS EN ARGELIA,,"120,202.42",No,1,1992,"120,202.42",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,PROYECCIÓN Y ENGORDE DEL CAMARÓN BLANCO EN EL CANTÓN EL ESPINO EN EL MARCO DE LA REACTIVACIÓN ECONÓMICA DE ZONAS AFECTADAS POR EL CONFLICTO,,"99,467.50",No,1,1992,"99,467.50",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,PRODUCCIÓN DE CAÑA DE AZUCAR EN LA CIUDADELA GUILLERMO UNGO,,"50,304.71",No,1,1992,"50,304.71",,,,,,
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,"DESARROLLO DE COMUNIDADES PIEDRA AZUL Y LLANO DEL COYOL, DEPARTAMENTO DE SAN MIGUEL",,"197,696.92",No,1,1992,"197,696.92",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,DOTACIÓN DE EQUIPAMIENTO QUIRÚRGICO AL HOSPITAL SALEH BACHIR EN TINDOUF,,"84,466.24",No,1,1992,"84,466.24",,,,,,
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,APOYO AL ABASTECIMIENTO Y EXPLOTACIÓN DE LAS FUENTES DE AGUAS DE LOS TERRITORIOS OCUPADOS. EN CONSORCIO CON IEPALA,,"72,001.25",No,1,1992,"72,001.25",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Cuba,SUR. COOPERACION PARA EL DESARROLLO,SUR,TALLERES DE REHABILITACIÓN Y CONSTRUCCIÓN,,"46,578.44",No,1,1992,"46,578.44",,,,,,
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,CENTRO SOCIAL COMUNITARIO,,"32,454.65",No,1,1992,"32,454.65",,,,,,
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,MEJOA SANEAMIENTO Y EDUCACIÓN SANITARIA,,"47,780.46",No,1,1992,"47,780.46",,,,,,
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,APOYO AL PRONAD CON MONTAJE DE 500 POZOS,,"322,142.49",No,1,1992,"322,142.49",,,,,,
1992,PROYECTO,ASIA,Filipinas,UNION DE ESCUELAS FAMILIARES AGRARIAS,UNEFA,"CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA FAMILY FARM SCHOOL EN BALETE, BATANGAS",,"162,273.27",No,1,1992,"162,273.27",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Guatemala,UNION SOLIDARIA,UNIS,PROGRAMA DE PROMOCIÓN DE LA MUJER EN CHAÑAL,,"26,324.33",No,1,1992,"26,324.33",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Chile,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,BANCO GANADERO DUAO-RADAL. VII REGIÓN,,"334,222.83",No,1,1992,"334,222.83",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Guatemala,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,SEGUNDA FASE DEL PROYECTO DE DESARROLLO PECUARIO PARA EL MUNICIPIO DE TODOS LOS SANTOS,,"30,411.21",No,1,1992,"30,411.21",,,,,,
1992,PROYECTO,AMÉRICA LATINA,República Dominicana,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,CREACIÓN Y MANTENIMIENTO DE UN FONDO ROTATIVO DE CRÉDITO PECUARIO DESTINADO A 300 MUJERES Y MADRES DE FAMILIA LOCALIZADAS EN MUNICIPIOS DE TRES COMUNIDADES,,"79,754.31",No,1,1992,"79,754.31",,,,,,
1992,PROYECTO,AMÉRICA LATINA,Uruguay,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,CONSTRUCCIÓN Y EQUIPAMIENTO DE UN LABORATORIO DE DIAGNÓSTICO PRIMERIO VETERNIARIO EN ROCHA,,"72,602.26",No,1,1992,"72,602.26",,,,,,
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASAMBLEA DE COOPERACION POR LA PAZ,ACPP,APOYO AL CENTRO MÉDICO DE SALUD PRIMARIA DE AL-BIREH ORILLA OCCIDENTAL DEL JOR´DAN,,"96,161.94",No,1,1993,"96,161.94",,,,,,
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASAMBLEA DE COOPERACION POR LA PAZ,ACPP,AYUDA PARA EL FUNCIONAMIENTO Y DESARROLLO DEL HOSPITAL DE MATERNIDAD DE AL-BIREH,,"145,745.44",No,1,1993,"145,745.44",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Cuba,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"PROYECTO DE EMERGENCIA, INFRAESTRUCTURA HOSPITAL GINECO-OBSTÉTRICO AMÉRICA ARIAS DE LA HABANA",,"120,202.42",No,1,1993,"120,202.42",,,,,,
1993,PROYECTO,AMÉRICA LATINA,El Salvador,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,CENTRO DE FORMACIÓN DE RECURSOS PEDAGÓGICOS DE LA UNIVERSIDAD DE EL SALVADOR. EN CONSORCIO CON CIDOB,,"142,379.77",No,1,1993,"142,379.77",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Guatemala,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,DESARROLLO INEGRAL DE LAS COMUNIDADES DE POBLACIÓN EN RESISTENCIA EN LA SIERRA. COMPONENTE SANITARIO,,"86,906.35",No,1,1993,"86,906.35",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Guatemala y México,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"CAPACITACIÓN Y DOTACIÓN DE INFRAESTRUCTURA PARA LOS REFUGIADOS GUATEMALTECOS EN SU RETORNO A LA V ERTIENTE NORTE, PETÉN",,"328,453.12",No,1,1993,"328,453.12",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Honduras,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,APOYO A LA PRODUCCIÓN Y COMERCIALIZACIÓN DE GRANOS BÁSICOS DE CAMPESINOS INDEPENDIENTES DE TOCOA,,"67,673.96",No,1,1993,"67,673.96",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,DESARROLLO DEL ECOTURISMO EN RÍO SAN JUAN,,"201,699.66",No,1,1993,"201,699.66",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Brasil,ALTERNATIVA SOLIDARIA PLENTY,ALT SOL PLENTY,"SALUD COMUNITARIA ÀREA INDÍGENA SATERE MAWE, AMAZONAS",,"83,660.88",No,1,1993,"83,660.88",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Bolivia,ASOCIACION DE AMIGOS DE DOÑANA,AMIGOS DE DOÑANA,"FORMACIÓN, APOYO INSTITUCIONAL Y ACCIONES DE CONSERV ACIÓN PARA EL ECODESARROLLO DEL DEPARTAMENTO DE SANTA CRUZ",,"240,404.84",No,1,1993,"240,404.84",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,"ASOCIACION PROGRESO, PARTICIPACION Y DESARROLLO",APPD,APOYO FINANCIERO Y CAPACITACIÓN A LA MICROEMPRESA EN MASAYA,,"78,131.57",No,1,1993,"78,131.57",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Ecuador,ASOCIACION DE TECNICOS ESPECIALISTAS EN INVESTIGACION Y ESTUDIOS SOBRE LA REALIDAD LATINOAMERICANA (ATELIER),ATELIER,PROYECTO COOPERATIVO AUTOGESTIONARIO DE COMEDORES POPULARES FUENTE DE VIDA,,"38,104.17",No,1,1993,"38,104.17",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,"DOTACIÓN DE AGUA POTABLE PAA LAS COMUNIDADES DE SNA SILVESTRE Y SAN IGNACIO, MANABI",,"60,702.22",No,1,1993,"60,702.22",,,,,,
1993,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,PROYECTO PRODUCTIVO: RENOVACIÓN Y MANEJO DE CAFETALES EN TABURETE. USULUTÁN,,"106,379.14",No,1,1993,"106,379.14",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,DESARROLLO RURAL INTEGRAL EN COMUNIDADES INDÍGENAS CAMPESINAS DE CORDILLERA NEGRA,,"37,563.26",No,1,1993,"37,563.26",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Uruguay,CARITAS ESPAÑOLA,CARITAS,COOPERATIVA DE VIVIENDAS. CONSTRUCCIÓN DE 60 VIVIENDAS POR AYUDA MUTUA,,"63,887.59",No,1,1993,"63,887.59",,,,,,
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION CEAR - HABITAFRICA,CEAR,EHABILITACIÓN DE LOS DISTRITOS FRONTERIZOS DEL CENTRO Y SUR DEL PAÍS,,"492,829.93",No,1,1993,"492,829.93",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Brasil,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,AMPLIACIÓN DE UN ÚNICO CENTRO DE ATENCIÓN SANITARIA EN LA GAVELA JARDIN FELICIDADES,,"52,588.56",No,1,1993,"52,588.56",,,,,,
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Uganda,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,EQUIPAMIENTO DE TALLER DE CARPINTERÍA PARA JÓVENES HUÉRFANOS DEL SIDA,,"60,101.21",No,1,1993,"60,101.21",,,,,,
1993,PROYECTO,ESPAÑA,España,"CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,IV EDICIÓN DEL PROGRAMA DE FORMACIÓN SOBRE COOPERACIÓN INTERNACIONAL MUJER Y DESARROLLO,,"78,131.57",No,1,1993,"78,131.57",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,"CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,PROMOCIÓN Y DESARROLLO DE MICROEMPRESAS PRODUCTIVAS EN LIMA,,"98,926.59",No,1,1993,"98,926.59",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,"FUNDACION IBEROAMERICA EUROPA. CENTRO DE INVESTIGACION, PROMOCION Y COOPERACION INTERNACIONAL",CIPIE,APOYO A POBLADORES RURALES PARA LA MEJORA DE LAS CONDICIONES DE SALUD DEL MUNICIPIO DE SAN RAFAEL,,"127,720.21",No,1,1993,"127,720.21",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,"FUNDACION IBEROAMERICA EUROPA. CENTRO DE INVESTIGACION, PROMOCION Y COOPERACION INTERNACIONAL",CIPIE,INSTALACIÓN DE MÓDULOS AGRÍCOLAS COMUNALES CON SISTEMA TECNIFICADO DE RIEGO,,"96,642.75",No,1,1993,"96,642.75",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,COOPERACIO AMAZONICA,COAM,PRODUCCIÓN DE VENENOS DE SERPIENTES Y SUEROS ANTIOFIDIOS,,"37,262.75",No,1,1993,"37,262.75",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION CODESPA,CODESPA,PROYECTO DE DESARROLLO ALTERNATIVO,,"172,971.28",No,1,1993,"172,971.28",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACION CODESPA,CODESPA,FOMENTO DE FAMIEMPRESAS Y DESARROLLO DE UN PLAN DE CAPACITACIÓN TÉCNICA EN EL NORORIENTE DE BOGOTÁ. EN CONSORCIO CON FUNDACIÓN PROMOCIÓN SOCIAL DE LA CULTURA,,"420,107.46",No,1,1993,"420,107.46",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION CODESPA,CODESPA,PROGRAMA DE CRÉDITO DIRECTO: DISEÑO DE UNA SOLUCIÓN INTEGRAL,,"108,182.18",No,1,1993,"108,182.18",,,,,,
1993,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION CODESPA,CODESPA,PROGRAMA DE CAPACITACIÓN Y CRÉDITO A LAS MUJERES MICROEMPRESARIAS DE LAS PROVINCIAS DE LA VEGA,,"308,319.21",No,1,1993,"308,319.21",,,,,,
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION CODESPA,CODESPA,MEJORA DE LA CAPACIDAD DE GESTIÓND E LAS ONGD QUE ACTÚAN EN LOS TERRIOTIROS OCUPADOS,,"36,060.73",No,1,1993,"36,060.73",,,,,,
1993,PROYECTO,ESPAÑA,España,COORDINADORA DE ORGANIZACIONES NO GUBERNAMENTALES PARA EL DESARROLLO DE ESPAÑA,COORDINADORA DE ONGD,ACTIVIDADES DE DINAMIZACIÓN DE LA COORDINADORA 1993-04,,"77,831.07",No,1,1993,"77,831.07",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Varios,FUNDACION ENTRECULTURAS - FE Y ALEGRIA,ENTRECULTURAS,"DESARROLLO DE SERVICIOS EDUCATIVOS EN ZONAS DE ALTA EMERGENCIA EN ECUADOR, GUATEMALA, NICARAGUA, PARAGUAY, PERÚ, REPÚBLICA DEMONICANA Y VENEZUELA",,"537,124.52",No,1,1993,"537,124.52",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Guatemala,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,APOYO A LA PRODUCCIÓN Y COMERCIALIZACIÓN DE LAS COMUNIDADES DE POBLACIÓN EN RESISTENCIA DE LA SIERRA Y SU RECONOCIMIENTO,,"91,173.54",No,1,1993,"91,173.54",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,CENTRO DE SALUD MAERNO-INFANTIL SAN FRANCISCO DE ASIS,,"91,113.44",No,1,1993,"91,113.44",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROYECTO DE SALUD NORTE DE POTOSÍ. SEGUNDA FASE,,"476,121.79",No,1,1993,"476,121.79",,,,,,
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LA RED DE LABORATORIOS DE ANÁLISIS CLÍNICOS,,"59,740.60",No,1,1993,"59,740.60",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Colombia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,CONSTRUCCIÓN DE UN CENTRO DE SALUD EN ANDAGOYA,,"115,754.93",No,1,1993,"115,754.93",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROMOCIÓN INTEGRAL DE SALUD EN EL VICARIATO APOSTÓLICO DE PUYO,,"141,959.06",No,1,1993,"141,959.06",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROGRAMA DE ACCIÓN PREVENTIVA ASISTENCIAL Y COMUNITARIA DE SALUD PARA LA PROVINCIA DE SUCUMBIOS,,"72,782.57",No,1,1993,"72,782.57",,,,,,
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LAS FORMACIONES SANITARIAS DE AL HOCEIMA Y TARGUIST,,"196,230.45",No,1,1993,"196,230.45",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,"ATENCIÓN PRIMARIA DE SALUD Y SISTEMA DE VIGILANCIA EPIDEOMOLÓGICA EN MALA, CHILCA Y OMAS",,"105,056.92",No,1,1993,"105,056.92",,,,,,
1993,PROYECTO,AMÉRICA LATINA,Perú,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,ATENCIÓN PRIMARIA DE SALUD EN LA ZONA DE SNA LORENZO,,"31,733.44",No,1,1993,"31,733.44",,,,,,
