Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total,Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
1992,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACIO PRIVADA MON-3,MON-3,PROGRAMA DE TRABAJO Y ALIMENTACIÓN CON SECTORES SOCIALES MARGINALES DE LA CIUDAD DE PARAN (ENTRE RIOS),,7933.36,No,1,1992,7933.36,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FUNDACIO PRIVADA MON-3,MON-3,DESARROLLO INTEGRAL DE NAIM-COMUNA DE TENGHADEJ,,47780.46,No,1,1992,47780.46,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Argelia,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,EQUIPAMIENTO DE LA ESCUELA DE AZAZGA,,96161.94,No,1,1992,96161.94,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,ATENCIÓN COMPLEMENTARIA DE NIÑOS Y JÓVENES AMPUTADOS,,40436.09,No,1,1992,40436.09,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,CONSTRUCCIÓN DE VIVIENDAS EN GUARAJILLA,,359735.8,No,1,1992,359735.8,0,0,0,0,0,0
1992,PROYECTO,ESPAÑA,España,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,ENCUENTRO DE ONGD IBEROMARICANAS,,24040.48,No,1,1992,24040.48,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Jordania,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,RECOLECCIÓN DE AGUA DE LLUVIA MEDIANTE CONSTRUCCIÓN DE QUINCE CISTERNAS,,29750.1,No,1,1992,29750.1,0,0,0,0,0,0
1994,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION CODESPA,CODESPA,MEJHORA DE LA PRODUCCIÓN TRADICIONAL DE CERÁMICA EN TOTONICAPAN,,30050.61,No,1,1994,30050.61,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Bolivia,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE APOYO SANITARIO A LA POBLACIÓN CAMPESINA Y DESPLAZADA EN EL DISTRITO DE CARAVANI,,49162.79,No,1,1992,49162.79,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Guatemala,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE SALUD INTEGRADO AL PROGRAMA DE DESARROLLO RURAL INTEGRAL DEL MUNICIPIO DE LIVINGSTON,,79574,No,1,1992,79574,0,0,0,0,0,0
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE APOYO SANITAIO AL DISTRITO DE NSOK.NSOMO. 2ª FASE,,64368.4,No,1,1992,64368.4,0,0,0,0,0,0
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,MEDICOS SIN FRONTERAS,MSF,"ASISTENCIA SANITARIA A LAS POBLACIONES DE RESSARIO GACÍA Y SABIE, DISITO DE MOAMBA, PROVINCIA DE MAPUTO",,150253.03,No,1,1992,150253.03,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,MEDICOS SIN FRONTERAS,MSF,PROYECTO DE CAPACITACIÓN Y APOYO SANITARIO EN LA PROVINCIA DE REQUENA,,226100.75,No,1,1992,226100.75,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,PROYECTO DE DESARROLLO COOPERATIVO E,,28908.68,No,1,1992,28908.68,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,DESARROLLLO COMUNITARIO DE ALTOS DE SAN ROQUE. 2ª FASE,,28518.02,No,1,1992,28518.02,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,OBRA CATOLICA SEGLAR HISPANOAMERICANA,OCASHA,EQUIPAMIENTO EMISORA DE RADIO ORIENTE YURIMANGUAS,,75811.67,No,1,1992,75811.67,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,República Dominicana,OBRA CATOLICA SEGLAR HISPANOAMERICANA,OCASHA,DESARROLLO INTEGRAL DE LAS BARRIADAS POPULARES ANTONIO GUZMÁN. LOS PLATANITOS Y NAZARET DE HIGÜEY,,20073.8,No,1,1992,20073.8,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,México,ORGANIZACION DE COOPERACION Y SOLIDARIDAD INTERNACIONAL,OCSI,EQUIPAMIENTO Y DESARROLLO DEL CEPAFON (CENTRO POPULAR DE APOYO Y FORMACIÓN PARA LA SALUD),,55413.32,No,1,1992,55413.32,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,EQUIPAMIENTO DE UNA ESCUELA REGIONAL,,96642.75,No,1,1992,96642.75,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,CENTRO PARA NIÑOS MINUSVÁLIDOS EN NAHALIN,,16978.59,No,1,1992,16978.59,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PAZ Y COOPERACION,PAZ Y COOPERACION,APOYO A UNA GRANJA AVÍCOLA EN NAHALIN,,21353.96,No,1,1992,21353.96,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION PAZ Y SOLIDARIDAD SERAFIN ALIAGA,PAZ Y SOLIDARIDAD,ESCUELA DE CPACITACIÓN SINDICAL Y POPULAR,,150463.38,No,1,1992,150463.38,0,0,0,0,0,0
1992,PROYECTO,ESPAÑA,España,FUNDACION PAZ Y SOLIDARIDAD SERAFIN ALIAGA,PAZ Y SOLIDARIDAD,"CAMPAÑA DE SENSIBILIZACIÓN ""NUESTRO MUNDO ES UN PROYECTO SOLIDARIO""",,122005.46,No,1,1992,122005.46,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,CREACIÓN DE LAS INFRAESTRCTURAS DE ABASTECIMIENTO DE AGUA POTABLE EN TRES COMUNIDADES DEL DEPARTAMENTO DE CAJAMARCA,,132102.46,No,1,1992,132102.46,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,PROYECTO PARA LA PREVENCIÓN DEL CÓLERA EN ASENAMIENTOS HYMANOS DEL DISTRINO DE SARRE,,9435.89,No,1,1992,9435.89,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,PROSALUS,PROSALUS,PROYECTO DE SALUD ESCOLAR EN 18 CENTROS DE EDUCACIÓN INTEGRAL DE SAN JUAN DE MIRAFLORES,,61603.74,No,1,1992,61603.74,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Venezuela,PUEBLOS HERMANOS,PUEBLOS HERMANOS,FORMACIÓN DE LA MUJER EN EL SECTOR POPULAR,,50905.73,No,1,1992,50905.73,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION RUBEN DARIO DE AMISTAD HISPANO.NICARAGÜENSE,RUBEN DARIO,"APOYO AL DESARROLLO PECUARIO, FORESTAL Y SOCIAL EN LA COOPERATIVA JUAN FRANCISCO GUILLÉN",,62385.06,No,1,1992,62385.06,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION RUBEN DARIO DE AMISTAD HISPANO.NICARAGÜENSE,RUBEN DARIO,REACTIVACION AGROPECUARIA EN LA COMARCA DE LA UNIÓN,,75727.53,No,1,1992,75727.53,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Chile,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PARTICIPACIÓN CIUDADANA Y DEMOCRATIZACIÓN MUNICIPAL. SEGUNDA ETAPA,,67482.35,No,1,1992,67482.35,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PROYECTO DE AGUA POTABLE Y ADOQUINADO,,39426.39,No,1,1992,39426.39,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,ESCUELA DE FORMACIÓN PROFESIONAL EN CHALATENANGO. EN CONSORCIO CON MPDL,,229195.97,No,1,1992,229195.97,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,"PROGRAMA DE APOYO A LA ADMNINISTRACIÓN MUNICIPAL, II FASE",,131080.74,No,1,1992,131080.74,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PROGRAMA DE PROMOCIÓN Y REHABILITACIÓN ECONÓMICA Y SOCIAL DE EL PETÉN (PRESPETEN),,204103.71,No,1,1992,204103.71,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,PUESTA EN PLENO RENDIMIENTO DEL CENTRO DE CPACITACIÓN Y APOYO A CARPINTEROS,,34077.39,No,1,1992,34077.39,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,FUNDACION ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIAD INTERNACIONAL,SOLIDARIAD INTERNACIONAL,UNIDAD QUIRÚRGICA PARA LOS CAMPAMENOS DE REFUGIADOS SAHARUIS EN ARGELIA,,120202.42,No,1,1992,120202.42,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,PROYECCIÓN Y ENGORDE DEL CAMARÓN BLANCO EN EL CANTÓN EL ESPINO EN EL MARCO DE LA REACTIVACIÓN ECONÓMICA DE ZONAS AFECTADAS POR EL CONFLICTO,,99467.5,No,1,1992,99467.5,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,PRODUCCIÓN DE CAÑA DE AZUCAR EN LA CIUDADELA GUILLERMO UNGO,,50304.71,No,1,1992,50304.71,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,El Salvador,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,"DESARROLLO DE COMUNIDADES PIEDRA AZUL Y LLANO DEL COYOL, DEPARTAMENTO DE SAN MIGUEL",,197696.92,No,1,1992,197696.92,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,DOTACIÓN DE EQUIPAMIENTO QUIRÚRGICO AL HOSPITAL SALEH BACHIR EN TINDOUF,,84466.24,No,1,1992,84466.24,0,0,0,0,0,0
1992,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,APOYO AL ABASTECIMIENTO Y EXPLOTACIÓN DE LAS FUENTES DE AGUAS DE LOS TERRITORIOS OCUPADOS. EN CONSORCIO CON IEPALA,,72001.25,No,1,1992,72001.25,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Cuba,SUR. COOPERACION PARA EL DESARROLLO,SUR,TALLERES DE REHABILITACIÓN Y CONSTRUCCIÓN,,46578.44,No,1,1992,46578.44,0,0,0,0,0,0
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,CENTRO SOCIAL COMUNITARIO,,32454.65,No,1,1992,32454.65,0,0,0,0,0,0
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,MEJOA SANEAMIENTO Y EDUCACIÓN SANITARIA,,47780.46,No,1,1992,47780.46,0,0,0,0,0,0
1992,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,SUR. COOPERACION PARA EL DESARROLLO,SUR,APOYO AL PRONAD CON MONTAJE DE 500 POZOS,,322142.49,No,1,1992,322142.49,0,0,0,0,0,0
1992,PROYECTO,ASIA,Filipinas,UNION DE ESCUELAS FAMILIARES AGRARIAS,UNEFA,"CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA FAMILY FARM SCHOOL EN BALETE, BATANGAS",,162273.27,No,1,1992,162273.27,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Guatemala,UNION SOLIDARIA,UNIS,PROGRAMA DE PROMOCIÓN DE LA MUJER EN CHAÑAL,,26324.33,No,1,1992,26324.33,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Chile,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,BANCO GANADERO DUAO-RADAL. VII REGIÓN,,334222.83,No,1,1992,334222.83,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Guatemala,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,SEGUNDA FASE DEL PROYECTO DE DESARROLLO PECUARIO PARA EL MUNICIPIO DE TODOS LOS SANTOS,,30411.21,No,1,1992,30411.21,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,República Dominicana,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,CREACIÓN Y MANTENIMIENTO DE UN FONDO ROTATIVO DE CRÉDITO PECUARIO DESTINADO A 300 MUJERES Y MADRES DE FAMILIA LOCALIZADAS EN MUNICIPIOS DE TRES COMUNIDADES,,79754.31,No,1,1992,79754.31,0,0,0,0,0,0
1992,PROYECTO,AMÉRICA LATINA,Uruguay,VETERINARIOS SIN FRONTERAS - VETERMON,VETERMON,CONSTRUCCIÓN Y EQUIPAMIENTO DE UN LABORATORIO DE DIAGNÓSTICO PRIMERIO VETERNIARIO EN ROCHA,,72602.26,No,1,1992,72602.26,0,0,0,0,0,0
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASAMBLEA DE COOPERACION POR LA PAZ,ACPP,APOYO AL CENTRO MÉDICO DE SALUD PRIMARIA DE AL-BIREH ORILLA OCCIDENTAL DEL JOR´DAN,,96161.94,No,1,1993,96161.94,0,0,0,0,0,0
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASAMBLEA DE COOPERACION POR LA PAZ,ACPP,AYUDA PARA EL FUNCIONAMIENTO Y DESARROLLO DEL HOSPITAL DE MATERNIDAD DE AL-BIREH,,145745.44,No,1,1993,145745.44,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Cuba,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"PROYECTO DE EMERGENCIA, INFRAESTRUCTURA HOSPITAL GINECO-OBSTÉTRICO AMÉRICA ARIAS DE LA HABANA",,120202.42,No,1,1993,120202.42,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,El Salvador,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,CENTRO DE FORMACIÓN DE RECURSOS PEDAGÓGICOS DE LA UNIVERSIDAD DE EL SALVADOR. EN CONSORCIO CON CIDOB,,142379.77,No,1,1993,142379.77,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Guatemala,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,DESARROLLO INEGRAL DE LAS COMUNIDADES DE POBLACIÓN EN RESISTENCIA EN LA SIERRA. COMPONENTE SANITARIO,,86906.35,No,1,1993,86906.35,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Guatemala y México,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,"CAPACITACIÓN Y DOTACIÓN DE INFRAESTRUCTURA PARA LOS REFUGIADOS GUATEMALTECOS EN SU RETORNO A LA V ERTIENTE NORTE, PETÉN",,328453.12,No,1,1993,328453.12,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Honduras,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,APOYO A LA PRODUCCIÓN Y COMERCIALIZACIÓN DE GRANOS BÁSICOS DE CAMPESINOS INDEPENDIENTES DE TOCOA,,67673.96,No,1,1993,67673.96,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR LAS SEGOVIAS,ACSUR,DESARROLLO DEL ECOTURISMO EN RÍO SAN JUAN,,201699.66,No,1,1993,201699.66,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Brasil,ALTERNATIVA SOLIDARIA PLENTY,ALT SOL PLENTY,"SALUD COMUNITARIA ÀREA INDÍGENA SATERE MAWE, AMAZONAS",,83660.88,No,1,1993,83660.88,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Bolivia,ASOCIACION DE AMIGOS DE DOÑANA,AMIGOS DE DOÑANA,"FORMACIÓN, APOYO INSTITUCIONAL Y ACCIONES DE CONSERV ACIÓN PARA EL ECODESARROLLO DEL DEPARTAMENTO DE SANTA CRUZ",,240404.84,No,1,1993,240404.84,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,"ASOCIACION PROGRESO, PARTICIPACION Y DESARROLLO",APPD,APOYO FINANCIERO Y CAPACITACIÓN A LA MICROEMPRESA EN MASAYA,,78131.57,No,1,1993,78131.57,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Ecuador,ASOCIACION DE TECNICOS ESPECIALISTAS EN INVESTIGACION Y ESTUDIOS SOBRE LA REALIDAD LATINOAMERICANA (ATELIER),ATELIER,PROYECTO COOPERATIVO AUTOGESTIONARIO DE COMEDORES POPULARES FUENTE DE VIDA,,38104.17,No,1,1993,38104.17,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,"DOTACIÓN DE AGUA POTABLE PAA LAS COMUNIDADES DE SNA SILVESTRE Y SAN IGNACIO, MANABI",,60702.22,No,1,1993,60702.22,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,PROYECTO PRODUCTIVO: RENOVACIÓN Y MANEJO DE CAFETALES EN TABURETE. USULUTÁN,,106379.14,No,1,1993,106379.14,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION AYUDA EN ACCION,AYUDA EN ACCION,DESARROLLO RURAL INTEGRAL EN COMUNIDADES INDÍGENAS CAMPESINAS DE CORDILLERA NEGRA,,37563.26,No,1,1993,37563.26,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Uruguay,CARITAS ESPAÑOLA,CARITAS,COOPERATIVA DE VIVIENDAS. CONSTRUCCIÓN DE 60 VIVIENDAS POR AYUDA MUTUA,,63887.59,No,1,1993,63887.59,0,0,0,0,0,0
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION CEAR - HABITAFRICA,CEAR,EHABILITACIÓN DE LOS DISTRITOS FRONTERIZOS DEL CENTRO Y SUR DEL PAÍS,,492829.93,No,1,1993,492829.93,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Brasil,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,AMPLIACIÓN DE UN ÚNICO CENTRO DE ATENCIÓN SANITARIA EN LA GAVELA JARDIN FELICIDADES,,52588.56,No,1,1993,52588.56,0,0,0,0,0,0
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Uganda,CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA,CESAL,EQUIPAMIENTO DE TALLER DE CARPINTERÍA PARA JÓVENES HUÉRFANOS DEL SIDA,,60101.21,No,1,1993,60101.21,0,0,0,0,0,0
1993,PROYECTO,ESPAÑA,España,"CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,IV EDICIÓN DEL PROGRAMA DE FORMACIÓN SOBRE COOPERACIÓN INTERNACIONAL MUJER Y DESARROLLO,,78131.57,No,1,1993,78131.57,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Perú,"CENTRO DE COMUNICACION, INVESTIGACION Y DOCUMENTACION ENTRE EUROPA, ESPAÑA Y AMERICA LATINA",CIDEAL,PROMOCIÓN Y DESARROLLO DE MICROEMPRESAS PRODUCTIVAS EN LIMA,,98926.59,No,1,1993,98926.59,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Nicaragua,"FUNDACION IBEROAMERICA EUROPA. CENTRO DE INVESTIGACION, PROMOCION Y COOPERACION INTERNACIONAL",CIPIE,APOYO A POBLADORES RURALES PARA LA MEJORA DE LAS CONDICIONES DE SALUD DEL MUNICIPIO DE SAN RAFAEL,,127720.21,No,1,1993,127720.21,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Perú,"FUNDACION IBEROAMERICA EUROPA. CENTRO DE INVESTIGACION, PROMOCION Y COOPERACION INTERNACIONAL",CIPIE,INSTALACIÓN DE MÓDULOS AGRÍCOLAS COMUNALES CON SISTEMA TECNIFICADO DE RIEGO,,96642.75,No,1,1993,96642.75,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Perú,COOPERACIO AMAZONICA,COAM,PRODUCCIÓN DE VENENOS DE SERPIENTES Y SUEROS ANTIOFIDIOS,,37262.75,No,1,1993,37262.75,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION CODESPA,CODESPA,PROYECTO DE DESARROLLO ALTERNATIVO,,172971.28,No,1,1993,172971.28,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACION CODESPA,CODESPA,FOMENTO DE FAMIEMPRESAS Y DESARROLLO DE UN PLAN DE CAPACITACIÓN TÉCNICA EN EL NORORIENTE DE BOGOTÁ. EN CONSORCIO CON FUNDACIÓN PROMOCIÓN SOCIAL DE LA CULTURA,,420107.46,No,1,1993,420107.46,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION CODESPA,CODESPA,PROGRAMA DE CRÉDITO DIRECTO: DISEÑO DE UNA SOLUCIÓN INTEGRAL,,108182.18,No,1,1993,108182.18,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION CODESPA,CODESPA,PROGRAMA DE CAPACITACIÓN Y CRÉDITO A LAS MUJERES MICROEMPRESARIAS DE LAS PROVINCIAS DE LA VEGA,,308319.21,No,1,1993,308319.21,0,0,0,0,0,0
1993,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION CODESPA,CODESPA,MEJORA DE LA CAPACIDAD DE GESTIÓND E LAS ONGD QUE ACTÚAN EN LOS TERRIOTIROS OCUPADOS,,36060.73,No,1,1993,36060.73,0,0,0,0,0,0
1993,PROYECTO,ESPAÑA,España,COORDINADORA DE ORGANIZACIONES NO GUBERNAMENTALES PARA EL DESARROLLO DE ESPAÑA,COORDINADORA DE ONGD,ACTIVIDADES DE DINAMIZACIÓN DE LA COORDINADORA 1993-04,,77831.07,No,1,1993,77831.07,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Varios,FUNDACION ENTRECULTURAS - FE Y ALEGRIA,ENTRECULTURAS,"DESARROLLO DE SERVICIOS EDUCATIVOS EN ZONAS DE ALTA EMERGENCIA EN ECUADOR, GUATEMALA, NICARAGUA, PARAGUAY, PERÚ, REPÚBLICA DEMONICANA Y VENEZUELA",,537124.52,No,1,1993,537124.52,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Guatemala,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,APOYO A LA PRODUCCIÓN Y COMERCIALIZACIÓN DE LAS COMUNIDADES DE POBLACIÓN EN RESISTENCIA DE LA SIERRA Y SU RECONOCIMIENTO,,91173.54,No,1,1993,91173.54,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,CENTRO DE SALUD MAERNO-INFANTIL SAN FRANCISCO DE ASIS,,91113.44,No,1,1993,91113.44,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Bolivia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROYECTO DE SALUD NORTE DE POTOSÍ. SEGUNDA FASE,,476121.79,No,1,1993,476121.79,0,0,0,0,0,0
1993,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LA RED DE LABORATORIOS DE ANÁLISIS CLÍNICOS,,59740.6,No,1,1993,59740.6,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Colombia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,CONSTRUCCIÓN DE UN CENTRO DE SALUD EN ANDAGOYA,,115754.93,No,1,1993,115754.93,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROMOCIÓN INTEGRAL DE SALUD EN EL VICARIATO APOSTÓLICO DE PUYO,,141959.06,No,1,1993,141959.06,0,0,0,0,0,0
1993,PROYECTO,AMÉRICA LATINA,Ecuador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PROGRAMA DE ACCIÓN PREVENTIVA ASISTENCIAL Y COMUNITARIA DE SALUD PARA LA PROVINCIA DE SUCUMBIOS,,72782.57,No,1,1993,72782.57,0,0,0,0,0,0
